"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name","Pathogen"
"ENSG000002800801",0.0455415106135342,1.95395246646258,4.27180401257888,2.13251531391068e-05,9.14492741090333e-05,2.03296485744118,"TBC1D22A-AS1","HCMV"
"ENSG000002571761",0.043481123739063,3.10979745343666,4.27102795190627,2.13981082185986e-05,9.17440731946171e-05,1.92598044764895,"ENSG00000257176","HCMV"
"ENSG000002280971",0.0484159914032165,1.01620003045896,4.27055022840168,2.144313580152e-05,9.19190411133818e-05,2.09946167520522,"MTATP6P11","HCMV"
"ENSG000001865011",0.0228903687698072,4.14387400872288,4.27032680568873,2.14642253854416e-05,9.1991346759124e-05,1.85621327063745,"TMEM222","HCMV"
"ENSG000000911361",0.0333093419128835,3.96018393312926,4.26887482198895,2.1601765405337e-05,9.25080319215583e-05,1.8539926706243,"LAMB1","HCMV"
"ENSG000001231361",0.0442920756210769,5.808321300002,4.26869389370312,2.16189627039964e-05,9.25634856273094e-05,1.79893329861713,"DDX39A","HCMV"
"ENSG000001376421",0.0470632666732229,12.1149056065963,4.2685187614705,2.16356215175189e-05,9.25984202013789e-05,2.01381279799917,"SORL1","HCMV"
"ENSG000001575571",0.0630119278446395,7.52653669722873,4.26775209877094,2.17089075992451e-05,9.28747229390666e-05,1.83689015335637,"ETS2","HCMV"
"ENSG000002852101",0.0632776581754927,-0.312444762261678,4.26728945052365,2.17529001504123e-05,9.30272701427544e-05,2.17887381379376,"LINC02795","HCMV"
"ENSG000000959511",0.0304762060975689,6.30499331308922,4.26643956878759,2.1834334587087e-05,9.33388888204903e-05,1.7940513009487,"HIVEP1","HCMV"
"ENSG000001703821",0.0504422251685371,3.22978017919873,4.26476950400192,2.19952052515889e-05,9.3971279848406e-05,1.89372157134957,"LRRN2","HCMV"
"ENSG000002527221",0.085135482560734,-1.88820629152485,4.26425024782802,2.20454529696912e-05,9.41305849023322e-05,2.31417808447988,"ENSG00000252722","HCMV"
"ENSG000002567051",0.0435294255992423,1.096647042587,4.26386661364604,2.20826470018042e-05,9.42339983396614e-05,2.06911959198364,"ENSG00000256705","HCMV"
"ENSG000002520981",0.0511111730855188,-1.07366984210688,4.26378630691752,2.20904404536399e-05,9.42487971498647e-05,2.22737517611652,"Y_RNA","HCMV"
"ENSG000002643041",0.0617919510733082,2.88172178084681,4.26280849899154,2.21857631520207e-05,9.45814113322987e-05,1.90680634341486,"ENSG00000264304","HCMV"
"ENSG000001320171",0.0293946489925114,4.97665715241781,4.26203518725931,2.22610330987687e-05,9.48095485123283e-05,1.78204434900579,"DCAF15","HCMV"
"ENSG000002269251",0.0936367352754961,-1.78637572249048,4.26125770055361,2.23372102961909e-05,9.51153947906396e-05,2.28185716391915,"IL1R1-AS1","HCMV"
"ENSG000002570941",0.0666651946983072,0.244898511701476,4.26107604889417,2.23550031324208e-05,9.51725602290574e-05,2.12100593083165,"ENSG00000257094","HCMV"
"ENSG000002363451",0.0614004861855614,2.26337362807868,4.26093866762731,2.23685399158319e-05,9.52115874635789e-05,1.96545953460166,"SCAT8","HCMV"
"ENSG000002876201",0.0807318205083336,-1.81400944124302,4.26026198046127,2.24350567247214e-05,9.54760646435456e-05,2.29628531570909,"ENSG00000287620","HCMV"
"ENSG000002592681",0.0858539879203617,0.59036378961195,4.25920059011319,2.25400643694482e-05,9.58854866352806e-05,2.0729630888751,"ENSG00000259268","HCMV"
"ENSG000001679851",0.0211237363114089,2.62227154636423,4.25914607245536,2.25452366531004e-05,9.58887685798174e-05,1.93179614352362,"SDHAF2","HCMV"
"ENSG000001003541",0.0184396034414396,8.50274431587379,4.25899610465025,2.25600830822654e-05,9.59331870178535e-05,1.82781353834047,"TNRC6B","HCMV"
"ENSG000002598561",0.0459222147550676,0.932840999413367,4.25766637114512,2.2692131574074e-05,9.64758741204875e-05,2.05826400767494,"RAB43P1","HCMV"
"ENSG000002890501",0.0527100828780525,1.50771344121029,4.25716088507999,2.27425216004563e-05,9.66523899263395e-05,2.00765838316141,"ENSG00000289050","HCMV"
"ENSG000001568861",0.0748103645362947,1.39024524632915,4.25655273343773,2.28035119220301e-05,9.68926913551316e-05,2.0137014930338,"ITGAD","HCMV"
"ENSG000001606331",0.0200127644043745,6.78821273272721,4.25639404988225,2.28191682267301e-05,9.69403112677368e-05,1.76216163986182,"SAFB","HCMV"
"ENSG000002596001",0.0623932194224381,3.96832636652038,4.25628951358681,2.28298606762596e-05,9.69479310612007e-05,1.80015773336409,"ENSG00000259600","HCMV"
"ENSG000001003681",0.048110008149816,9.80860480060601,4.25595801794787,2.28628601799458e-05,9.70691466213638e-05,1.86767499063594,"CSF2RB","HCMV"
"ENSG000001013071",0.0448707200810203,7.82792444321467,4.25524668073042,2.29343098999875e-05,9.73156141014271e-05,1.7916345833754,"SIRPB1","HCMV"
"ENSG000001365601",0.0335510523891814,7.2701752312075,4.25421746944629,2.30380650733561e-05,9.77178119297949e-05,1.76766656864425,"TANK","HCMV"
"ENSG000002287051",0.0834379888359358,1.12966660959514,4.25398570655824,2.30617174341812e-05,9.77624825498776e-05,2.01131549754149,"LINC00659","HCMV"
"ENSG000002672341",0.0500358512445714,0.582922999147352,4.25309475669234,2.3151756314345e-05,9.80854789681632e-05,2.06236804049211,"ENSG00000267234","HCMV"
"ENSG000002435661",0.0670177827639711,1.11729911166919,4.25300965147161,2.31604002669715e-05,9.8103025158834e-05,2.01626919363379,"UPK3B","HCMV"
"ENSG000001669251",0.0342951745682053,7.40579742601394,4.25193537210845,2.32697222430312e-05,9.85086415297082e-05,1.76411460810013,"TSC22D4","HCMV"
"ENSG000001300661",0.0578746465704453,8.89241755495192,4.25146604453115,2.33178670653758e-05,9.86741125436924e-05,1.81397670710102,"SAT1","HCMV"
"ENSG000001313891",0.040704442655271,9.52875157841021,4.25058602610721,2.34077378672193e-05,9.90159581418834e-05,1.83329799312088,"SLC6A6","HCMV"
"ENSG000002524641",0.0508162744989303,-0.306626989008308,4.25017874485031,2.34495490007623e-05,9.91543223709705e-05,2.1125909623188,"RN7SKP70","HCMV"
"ENSG000002228081",0.0523222718118344,1.83651809391573,4.24998965426119,2.34689850580677e-05,9.92172517326808e-05,1.95353842808752,"RNU4-47P","HCMV"
"ENSG000002862921",0.060081336670191,-0.9800724080895,4.24894147964689,2.35770025326418e-05,9.95966087987072e-05,2.15944715606715,"ENSG00000286292","HCMV"
"ENSG000001973241",0.0405358193975251,9.96909860236872,4.24898145800037,2.3572873969245e-05,9.95966087987072e-05,1.84580958955087,"LRP10","HCMV"
"ENSG000002558821",0.0491552366895825,1.36902483215654,4.24738425600828,2.37383542248426e-05,0.000100258771119422,1.98379410557422,"ENSG00000255882","HCMV"
"ENSG000002825081",0.0523879114468661,5.27050585171489,4.24680904664575,2.37984526229125e-05,0.000100473645456431,1.7093807517147,"LINC01002","HCMV"
"ENSG000001161511",0.0344485413008588,1.3512244655451,4.24537634470257,2.39479575453226e-05,0.000101006977730359,1.98201242254631,"MORN1","HCMV"
"ENSG000002743221",0.0442540549844618,0.314254192830901,4.24473428665647,2.40153524905497e-05,0.000101252034716832,2.04326583448829,"ENSG00000274322","HCMV"
"ENSG000001650291",0.0614108997981528,8.09042985168792,4.24163587562007,2.4343368671612e-05,0.000102535963411805,1.74687318937548,"ABCA1","HCMV"
"ENSG000000891591",0.0423532174900516,7.84255197129612,4.24155276095005,2.43519831602898e-05,0.00010255225378422,1.73556572918384,"PXN","HCMV"
"ENSG000002287371",0.0472014659296123,-0.0451955323073301,4.24053261754923,2.44608710857422e-05,0.000102951114561954,2.05175132203972,"ENSG00000228737","HCMV"
"ENSG000002570271",0.0300456999458035,4.60101777508876,4.23957605268502,2.45633941054545e-05,0.000103322183780954,1.69851539587703,"ENSG00000257027","HCMV"
"ENSG000002383241",0.0628351218660301,-0.530343881252755,4.23868201657828,2.46595854571832e-05,0.000103660374009488,2.07898521878896,"RN7SKP198","HCMV"
"ENSG000002676581",0.0488166024862882,-0.78267003984246,4.23865045956585,2.46629872962556e-05,0.000103660374009488,2.10032211965429,"RAB5C-AS1","HCMV"
"ENSG000002505481",0.0581323264984259,2.35628984760138,4.23712624416935,2.48278307997711e-05,0.000104294120936228,1.8592676606022,"LINC01303","HCMV"
"ENSG000002788671",0.0384865678126516,0.178324823583236,4.23653546374697,2.4892005409956e-05,0.000104543543923965,2.02410338956762,"ENSG00000278867","HCMV"
"ENSG000002272681",0.0509246478440257,1.66752150342894,4.23582206265624,2.49697105746888e-05,0.000104849686589303,1.9166961415992,"KLLN","HCMV"
"ENSG000002542851",0.0805574251462471,0.734243352766585,4.23522281288436,2.50354026440807e-05,0.000105085029514905,1.95898839124528,"KRT8P3","HCMV"
"ENSG000001391781",0.0398940319069398,6.75445253948154,4.23424771806246,2.51420101074953e-05,0.000105471555300773,1.67233425934328,"C1RL","HCMV"
"ENSG000001345711",0.0613331505596752,4.75585577709724,4.23328157005603,2.52485511756037e-05,0.000105877729323562,1.66886323373314,"MYBPC3","HCMV"
"ENSG000002365351",0.0407350977264119,2.07940569398791,4.23288182981578,2.52924128661338e-05,0.000106000458538217,1.86285581779201,"RC3H1-IT1","HCMV"
"ENSG000002530431",0.0648099209159552,0.666144521494164,4.23233047417949,2.53533670821721e-05,0.000106235483721817,1.96872233155975,"RNU7-181P","HCMV"
"ENSG000001020571",0.0492781521683786,2.67177881193752,4.23195209127625,2.53952795317254e-05,0.000106390645206069,1.79819629637988,"KCND1","HCMV"
"ENSG000001436241",0.0260157865498517,6.24493091100191,4.23134494514226,2.54626694270703e-05,0.000106652461389165,1.64760850665922,"INTS3","HCMV"
"ENSG000001045181",0.0450688409880037,5.8949099984655,4.23063200972215,2.5542018831539e-05,0.000106964260680454,1.6425007381977,"GSDMD","HCMV"
"ENSG000002303731",0.0716751164683011,-1.74663761312666,4.22884977483728,2.57414126027228e-05,0.000107701644155105,2.15062837861601,"GOLGA6L5P","HCMV"
"ENSG000001673021",0.0321699966370602,4.08839143415379,4.22726390725534,2.59200830517576e-05,0.000108384071298689,1.67828026312089,"TEPSIN","HCMV"
"ENSG000002245791",0.0711091219977549,0.840093098073358,4.22725758368248,2.59208497653617e-05,0.000108384071298689,1.93914105285582,"ENSG00000224579","HCMV"
"ENSG000002330771",0.0844027859878246,2.95930047360035,4.22680353594197,2.59724203993345e-05,0.000108577129396378,1.75389682955166,"LINC01271","HCMV"
"ENSG000001604101",0.0443729305348769,8.51941046428934,4.22676101494646,2.5976987266204e-05,0.000108577129396378,1.69906698588337,"SHKBP1","HCMV"
"ENSG000001433731",0.0309928315474771,6.11600947269618,4.2255932336042,2.61095856142524e-05,0.000109047682758088,1.6222375949123,"ZNF687","HCMV"
"ENSG000001365041",0.0204178493408615,5.79210153406593,4.22443756964238,2.62414426260995e-05,0.000109556388844622,1.61415666315916,"KAT7","HCMV"
"ENSG000002513321",0.0454511752266933,1.16478724328214,4.22405737603158,2.62849598040297e-05,0.000109717047733717,1.90154851411775,"PSME2P4","HCMV"
"ENSG000002005971",0.0469929424815777,0.435316769021592,4.2239908089186,2.62925861816773e-05,0.000109727860622978,1.95496987464934,"RNVU1-33","HCMV"
"ENSG000000154751",0.03488482993318,6.45935342820966,4.2237493662456,2.63202651733003e-05,0.000109822339689973,1.61992408969565,"BID","HCMV"
"ENSG000002362541",0.0434962259866666,2.10997954978252,4.22335244316813,2.63658287690015e-05,0.000109960210538652,1.81504557752411,"MTND4P14","HCMV"
"ENSG000002864331",0.0524096881633648,-1.46258066740426,4.22322759582227,2.63801757712675e-05,0.000109988069246106,2.10215778928301,"ENSG00000286433","HCMV"
"ENSG000002655841",0.0603952599409205,-0.170620310750764,4.22296308753699,2.64105966702918e-05,0.000110093837927872,1.98901492504045,"MIR3978","HCMV"
"ENSG000002131501",0.0539819327413777,0.431865311763695,4.22120774530698,2.66133255096905e-05,0.000110896490635044,1.93934305323502,"ENSG00000213150","HCMV"
"ENSG000001883131",0.0643482991079677,7.15788665430789,4.22066268368901,2.66768315328913e-05,0.000111118616377398,1.63446043475409,"PLSCR1","HCMV"
"ENSG000002045771",0.0545631572789459,8.69834612882824,4.22054280249029,2.66906944680484e-05,0.000111155111193484,1.68205219697772,"LILRB3","HCMV"
"ENSG000002005631",0.0550077420111247,-1.6573368827072,4.22040050256025,2.67070527228135e-05,0.000111201981994531,2.11447382856315,"RNU6-640P","HCMV"
"ENSG000001777571",0.0380254315374522,0.4771075748826,4.21912184963879,2.6856158036992e-05,0.000111673440356492,1.93207429313218,"FAM87B","HCMV"
"ENSG000002900311",0.0717535296105705,-0.620565289640691,4.21785986600358,2.70040967065375e-05,0.000112267174802279,2.01093451725844,"ENSG00000290031","HCMV"
"ENSG000001131411",0.0254030373697871,6.12655786794941,4.21699387592094,2.71060628846078e-05,0.000112626621699603,1.58609902179616,"IK","HCMV"
"ENSG000002648641",0.0554528837323643,-1.48597146769027,4.21614033553924,2.72069219120259e-05,0.000113024141380578,2.07341401892515,"MIR3613","HCMV"
"ENSG000002722691",0.0475590916537893,-1.57364805563501,4.21500428610811,2.73417182963662e-05,0.000113497561432563,2.08627350745645,"NUP153-AS1","HCMV"
"ENSG000002898721",0.0551587975758283,0.631184309882419,4.21327290036028,2.75483774427198e-05,0.000114268341157324,1.90574015296044,"ENSG00000289872","HCMV"
"ENSG000002284921",0.0435483876142779,1.84345872552701,4.2130855289132,2.75708311883399e-05,0.000114317952571406,1.79521084122839,"RAB11FIP1P1","HCMV"
"ENSG000002543281",0.0499873891247718,-0.00814847875744555,4.21309403179484,2.75698118641258e-05,0.000114317952571406,1.93676588894968,"ENSG00000254328","HCMV"
"ENSG000001268221",0.0509349847983114,6.97692611987137,4.2127137861718,2.76156325220752e-05,0.000114481928657438,1.58957226557572,"PLEKHG3","HCMV"
"ENSG000002352991",0.0408444495673611,1.52128855806764,4.21266742401821,2.76209978362688e-05,0.000114482389548119,1.82679082733276,"MRPL53P1","HCMV"
"ENSG000002727161",0.0504271391380478,-1.63845887266568,4.21149319009288,2.77623545202406e-05,0.000114965984502046,2.07576333940289,"SLC30A6-DT","HCMV"
"ENSG000002767181",0.0355780510677288,0.642328451537394,4.21074337558711,2.78529788338492e-05,0.00011531228497259,1.88745127156946,"ENSG00000276718","HCMV"
"ENSG000001037071",0.0307171750325348,3.4554308769294,4.20881798292286,2.80869784089498e-05,0.000116192742083275,1.65328321142076,"MTFMT","HCMV"
"ENSG000002253031",0.053144369064362,-0.848246424428614,4.20693617734349,2.8317488711624e-05,0.000117072669033586,1.98616217265124,"ENSG00000225303","HCMV"
"ENSG000002077631",0.0585321601950738,-0.0906969448668644,4.20655148425779,2.83648326292265e-05,0.000117208674029626,1.91434122413055,"MIR617","HCMV"
"ENSG000000788141",0.0487961503817635,3.75189069429957,4.20521619753574,2.85297509605081e-05,0.000117800785233752,1.60473606876643,"MYH7B","HCMV"
"ENSG000002280131",0.0504314189103193,1.34960082650485,4.20516891934533,2.85356068881798e-05,0.000117802640865204,1.80975597859981,"IL6R-AS1","HCMV"
"ENSG000002715801",0.0393463449618036,0.248579803131622,4.204586767951,2.86078066564956e-05,0.000118033610914293,1.89138534818854,"ENSG00000271580","HCMV"
"ENSG000001609911",0.0344643938851364,7.6095273649785,4.20421634032042,2.86538384638318e-05,0.000118178778400233,1.57388021377738,"ORAI2","HCMV"
"ENSG000000704131",0.0323860295017025,7.26087811743911,4.20375860207706,2.87108174867911e-05,0.000118391370594188,1.5592957621517,"DGCR2","HCMV"
"ENSG000002652981",0.0378223605863074,3.01391859522179,4.20349499306712,2.87436803369226e-05,0.000118504456170522,1.65957838036523,"ENSG00000265298","HCMV"
"ENSG000000895051",0.0490699122888232,3.85753789719741,4.20309865829074,2.87931568700476e-05,0.00011868598090077,1.59075474788214,"CMTM1","HCMV"
"ENSG000002743871",0.0550410405763208,-1.2334350677569,4.20231773205302,2.88908813370748e-05,0.000119021254198057,1.99182093496913,"ENSG00000274387","HCMV"
"ENSG000002283231",0.0644745261035245,0.175498905598916,4.20139629194084,2.90065957264529e-05,0.00011943021811861,1.87806998404753,"MYADM-AS1","HCMV"
"ENSG000001043251",0.0222299153528965,6.12576538924066,4.20142227501976,2.90033267359892e-05,0.00011943021811861,1.52225324373612,"DECR1","HCMV"
"ENSG000001302541",0.0198850961269482,6.14140909518182,4.20023543118653,2.91530047291512e-05,0.000119942375385853,1.51731409564302,"SAFB2","HCMV"
"ENSG000002583571",0.0743512242236124,-2.11952170059075,4.19992493008294,2.91922845571106e-05,0.000120081307950705,2.0812537939243,"NSA2P2","HCMV"
"ENSG000002579531",0.0491029829794686,1.62043752555483,4.19816065061404,2.94164323362453e-05,0.000120889219949915,1.75531457159876,"ENSG00000257953","HCMV"
"ENSG000002798911",0.0426792017237404,1.85134008631699,4.19792275136809,2.94467819725803e-05,0.000120968313046861,1.7375346588799,"FLJ42393","HCMV"
"ENSG000002910931",0.0369259261939957,4.62500463776359,4.19756868818804,2.94920062483616e-05,0.000121131258085872,1.5244656698754,"SVIL-AS1","HCMV"
"ENSG000002395031",0.0480391406084312,2.85855393030668,4.19551384281158,2.97557785859039e-05,0.000122191605655534,1.63397253633904,"MARK2P8","HCMV"
"ENSG000002356021",0.0558534544490917,1.79630945137245,4.19541290781179,2.97687929047274e-05,0.000122204274739042,1.72780590165448,"POU5F1P3","HCMV"
"ENSG000002615821",0.0381731515342246,0.687372107212493,4.19540292166588,2.97700807891521e-05,0.000122204274739042,1.81994047258594,"ENSG00000261582","HCMV"
"ENSG000002195651",0.0753514762798853,-1.68617535478456,4.19450564149465,2.98860171619642e-05,0.000122610888334031,2.01539860421985,"ZPR1P1","HCMV"
"ENSG000001996271",0.0634856893653769,-1.25433117057094,4.19417771566162,2.99284951614101e-05,0.000122762044629511,1.96633603794148,"RNU6-1010P","HCMV"
"ENSG000002044271",0.0344382377781241,1.67381147792133,4.19256446931502,3.0138305822548e-05,0.000123552877811383,1.73695801638563,"ABHD16A","HCMV"
"ENSG000002000751",0.0529416294165601,0.505040322776207,4.19183247469525,3.02339664145836e-05,0.000123883833366731,1.81686672116669,"ENSG00000200075","HCMV"
"ENSG000002530471",0.0544055707328577,-1.60409970290105,4.19077638464645,3.037249078678e-05,0.000124419289669703,1.98571910301049,"ENSG00000253047","HCMV"
"ENSG000002541121",0.0517679474306184,-0.266527458420855,4.19008514093122,3.04634861719972e-05,0.000124745141928518,1.86223472261721,"ENSG00000254112","HCMV"
"ENSG000002846691",0.070586388151927,3.82050779764344,4.18918810880775,3.05822421598929e-05,0.000125160870477443,1.53697589677003,"ENSG00000284669","HCMV"
"ENSG000001054041",0.043137872020534,0.999929713782983,4.18911454101934,3.05916941061937e-05,0.000125176041855372,1.77131822414243,"RABAC1","HCMV"
"ENSG000002450801",0.0624092549294466,-0.590937706867064,4.18888165365113,3.06225328407671e-05,0.00012523167568834,1.87297720274646,"MIR3150BHG","HCMV"
"ENSG000002367791",0.0412768255830444,0.589694175929594,4.18855341945576,3.06660475601464e-05,0.000125382519039038,1.79939182978003,"ENSG00000236779","HCMV"
"ENSG000001061001",0.0456260534834196,3.36771120519823,4.1881801364393,3.07156060228176e-05,0.000125541613136592,1.56307786656301,"NOD1","HCMV"
"ENSG000002750561",0.0415744370978488,0.933541343558199,4.18719607533427,3.08466193123489e-05,0.000126029812150154,1.76790059283709,"ENSG00000275056","HCMV"
"ENSG000002880251",0.0787665660935722,2.04879197657878,4.18715204503595,3.08527793897731e-05,0.000126031347979709,1.6565593825891,"ENSG00000288025","HCMV"
"ENSG000001814091",0.0590118230788442,7.39086112965762,4.1867726458036,3.09034422977e-05,0.00012621463996712,1.49717645728926,"AATK","HCMV"
"ENSG000001262641",0.0370483229008121,1.50456593348999,4.18653316453053,3.09351757926699e-05,0.000126320566968982,1.72738233268407,"HCST","HCMV"
"ENSG000001426871",0.0378486892712498,6.93295966032542,4.18592036478702,3.1017253248806e-05,0.000126631990076491,1.47927535930778,"KIAA0319L","HCMV"
"ENSG000001550991",0.0383556263784854,5.19804624910948,4.1851021857323,3.11271620314805e-05,0.000127033102360728,1.45728052080288,"PIP4P2","HCMV"
"ENSG000001008971",0.039839295819131,6.06612001819086,4.1849086562153,3.11532136643475e-05,0.000127115612833795,1.45596680743148,"DCAF11","HCMV"
"ENSG000001637881",0.0328639628846101,7.2295243272143,4.18476493845429,3.11725734013789e-05,0.000127170792331519,1.47910994467023,"SNRK","HCMV"
"ENSG000002584841",0.0560207103679161,1.28886774692762,4.18466071459134,3.11866202099867e-05,0.000127204280747922,1.72603762296682,"SPESP1","HCMV"
"ENSG000002332681",0.0566202448670842,1.98173795910321,4.18447556312345,3.12115889232479e-05,0.00012724206713165,1.66479367729315,"ENSG00000233268","HCMV"
"ENSG000002334311",0.078520775832508,1.9821924373083,4.18442096902634,3.12192432367618e-05,0.00012724206713165,1.66670361671056,"LINC02596","HCMV"
"ENSG000002170411",0.046256835244816,0.176342757491796,4.18405225471438,3.12687459256236e-05,0.000127419993449301,1.80953628575714,"ENSG00000217041","HCMV"
"ENSG000001198881",0.0888039935643582,-0.0808528086353619,4.18360268031327,3.13298477236709e-05,0.000127621247345497,1.81122179308618,"EPCAM","HCMV"
"ENSG000002682571",0.0495979630724893,3.26017943196638,4.18292207071824,3.14218368675113e-05,0.000127948122501626,1.55331204371367,"AIRN","HCMV"
"ENSG000001328231",0.0304886924074037,6.09659879516492,4.18135012111569,3.16359543258717e-05,0.000128699740255119,1.43969601396646,"OSER1","HCMV"
"ENSG000002305691",0.0482945049188685,0.321674672228745,4.18078142175792,3.17137591387746e-05,0.00012899217806137,1.78287208571116,"ENSG00000230569","HCMV"
"ENSG000002289811",0.050410013351311,0.769554231249834,4.1801368976666,3.18021578025166e-05,0.000129327587972944,1.75299363715412,"ENSG00000228981","HCMV"
"ENSG000002037211",0.0605585956965902,3.29947094379079,4.18006758822958,3.18119704691566e-05,0.000129343352221021,1.53607726037099,"LINC00862","HCMV"
"ENSG000002554771",0.121674595934171,-2.15748748612233,4.17950815977131,3.18889104889675e-05,0.0001295815621417,1.96555446522806,"ENSG00000255477","HCMV"
"ENSG000002043971",0.0547442846002213,6.51281217162129,4.17946868267646,3.18943465861644e-05,0.0001295815621417,1.44118145994221,"CARD16","HCMV"
"ENSG000002547911",0.0454730618817031,2.16881241873362,4.17924174369899,3.19253202557618e-05,0.000129611665380784,1.63581466305216,"FAR1-IT1","HCMV"
"ENSG000001446551",0.0619682734173571,6.10964622832461,4.17924220664978,3.19255499609284e-05,0.000129611665380784,1.43448743286545,"CSRNP1","HCMV"
"ENSG000001872571",0.0273815897745874,6.34448187011511,4.17836109765402,3.20469294206538e-05,0.000130031758872742,1.43074281451443,"RSBN1L","HCMV"
"ENSG000001342151",0.0289229950142972,6.57808088077152,4.17811575645914,3.20808872251017e-05,0.000130121081859222,1.43513178633317,"VAV3","HCMV"
"ENSG000002407101",0.0505638654346142,1.68066527947102,4.1778725680738,3.21145808470821e-05,0.000130209267226846,1.6732431981097,"ENSG00000240710","HCMV"
"ENSG000002452131",0.0377291187846864,2.18717273447749,4.17772890266199,3.21345014334112e-05,0.000130265795671181,1.62975103534095,"GALNT7-DT","HCMV"
"ENSG000001005991",0.0405944381572971,8.42503829815786,4.17678961008711,3.22650333889351e-05,0.000130746292079506,1.49121027502604,"RIN3","HCMV"
"ENSG000002909031",0.0657594450734042,-1.59100490222547,4.17663866436679,3.22860570668512e-05,0.000130807158317148,1.92607740197173,"ENSG00000290903","HCMV"
"ENSG000001713101",0.0334353552582825,7.38159441652494,4.17656068484207,3.22969231391432e-05,0.000130826855973005,1.44975824225474,"CHST11","HCMV"
"ENSG000002481961",0.052328071881088,1.07413823747373,4.17586885208591,3.23934792189332e-05,0.000131193590836679,1.70459702891747,"ENSG00000248196","HCMV"
"ENSG000001539761",0.103545825785333,-1.76666952733477,4.17520182591445,3.24871307847641e-05,0.0001315239860032,1.93180860647611,"HS3ST3A1","HCMV"
"ENSG000002572581",0.0581977336766251,2.55183502286153,4.17417297038584,3.26315099069998e-05,0.000132034906102808,1.56232390368833,"ENSG00000257258","HCMV"
"ENSG000002893151",0.0622453941752536,0.481155459756075,4.1730239437202,3.2793425386322e-05,0.000132640791858654,1.73972656820582,"ENSG00000289315","HCMV"
"ENSG000002604671",0.06260935612766,3.09278872910482,4.17076784113499,3.31142333140258e-05,0.000133838996416121,1.5128549850406,"ENSG00000260467","HCMV"
"ENSG000000910731",0.0332051793238409,5.09141425088875,4.1699488046906,3.32310205377794e-05,0.000134278653396021,1.39718049372385,"DTX2","HCMV"
"ENSG000000793931",0.0838580376022548,1.33020326316453,4.16992077305127,3.32353379120079e-05,0.000134278653396021,1.63704548299818,"DUSP13","HCMV"
"ENSG000002172751",0.0647939726714977,0.653846253140841,4.16974823665408,3.32597537051843e-05,0.000134352386630008,1.71516977766649,"ENSG00000217275","HCMV"
"ENSG000002573351",0.0621557218603286,10.7854123106324,4.16935961521487,3.3315798080528e-05,0.000134528896289219,1.55475470564101,"MGAM","HCMV"
"ENSG000002487141",0.0384360798331042,0.639415674162662,4.16903747360949,3.33617672923279e-05,0.000134689558557075,1.71999565901523,"ZNF652-AS1","HCMV"
"ENSG000002063371",0.0474117401511986,6.90983930787331,4.1687810025023,3.33986508188679e-05,0.00013479880771818,1.40853036238331,"HCP5","HCMV"
"ENSG000000769281",0.0298330336136923,8.50709289879657,4.16817706995293,3.34856566342127e-05,0.000135114624519048,1.45738104073589,"ARHGEF1","HCMV"
"ENSG000002680411",0.0464611718034039,1.6754580046399,4.16802481478588,3.35076253533854e-05,0.000135178235294374,1.63112600478486,"ERFL","HCMV"
"ENSG000002360731",0.0503541072760119,-0.572301474983921,4.16791829756715,3.35230027489596e-05,0.000135198237114747,1.79134034875874,"ENSG00000236073","HCMV"
"ENSG000001875541",0.0636937002509307,7.05345261786994,4.16753429780967,3.35788002419672e-05,0.000135390169961551,1.40997546538773,"TLR5","HCMV"
"ENSG000001302341",0.0673934025737132,0.999209712889617,4.16737909688195,3.36010678447143e-05,0.000135430283928793,1.66139794035734,"ACE2","HCMV"
"ENSG000002895731",0.086112584154676,1.63248530146337,4.16733665676027,3.36073957135704e-05,0.000135430283928793,1.63708829631027,"ENSG00000289573","HCMV"
"ENSG000002611401",0.0443137829085052,-0.216457129941303,4.1670697728142,3.36457403114649e-05,0.000135554682612692,1.76942928478584,"ENSG00000261140","HCMV"
"ENSG000002434171",0.0549668623504069,-0.324829230063087,4.16703549108504,3.36507080752697e-05,0.000135554682612692,1.77922583932333,"RPS3AP18","HCMV"
"ENSG000001755731",0.0315623002444882,4.72518745088164,4.16692151515267,3.3667229339451e-05,0.000135596166372883,1.39488933799689,"C11orf68","HCMV"
"ENSG000002320311",0.0607523444796324,-0.396220788300542,4.16574955210773,3.383755825722e-05,0.000136156335524758,1.77245805184292,"ENSG00000232031","HCMV"
"ENSG000002154401",0.0370959787456281,4.25719753590597,4.16453582570705,3.40148208631473e-05,0.000136793822773554,1.40854389408297,"NPEPL1","HCMV"
"ENSG000001560301",0.0333921605849286,6.76052433595631,4.1642386497572,3.40583573206065e-05,0.000136943633079663,1.38210576927958,"MIDEAS","HCMV"
"ENSG000001667161",0.0262661706271793,7.50361650705025,4.16408039164782,3.40815638560838e-05,0.000136986385327469,1.40502971192786,"ZNF592","HCMV"
"ENSG000002264791",0.0370682562701134,5.68362486798712,4.16369177635316,3.41386131741101e-05,0.000137165082509807,1.36590332159214,"TMEM185B","HCMV"
"ENSG000001107191",0.0371893989574973,8.35988045318839,4.16336503227797,3.41866499906391e-05,0.000137332764868369,1.43343801236887,"TCIRG1","HCMV"
"ENSG000001755501",0.0431342432343273,4.81965470976272,4.16142837850718,3.44726929730263e-05,0.000138400856722914,1.36721460592599,"DRAP1","HCMV"
