"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene_name","Pathogen"
"ENSG000001184921",0.120518506618355,-0.0179412954202785,5.51712577118109,4.43539115749546e-08,5.07310960265977e-07,8.02710955987898,"ADGB","HCMV"
"ENSG000002325391",0.0838082823258672,0.610062385058137,5.51532848314514,4.47942910018479e-08,5.11810596035272e-07,7.99488084238925,"LINC00945","HCMV"
"ENSG000001474391",0.0454455627433831,5.01182274570354,5.51510864292271,4.48485918017571e-08,5.12162456377613e-07,7.72271672051828,"BIN3","HCMV"
"ENSG000002451561",0.0553639551362407,1.26967809933557,5.51369220693226,4.51999888717286e-08,5.1536502225332e-07,7.95307666885159,"ENSG00000245156","HCMV"
"ENSG000002332141",0.103122662632813,0.789285616370177,5.50777613346722,4.66980199571563e-08,5.30778902893312e-07,7.94050179882835,"ENSG00000233214","HCMV"
"ENSG000002051551",0.0470092423292088,1.82429686384062,5.50643366937553,4.70430952117209e-08,5.34143825725996e-07,7.88084437511025,"PSENEN","HCMV"
"ENSG000002245051",0.0531573138046012,2.07875762857964,5.50448518224444,4.75501545551845e-08,5.39166338836889e-07,7.84432317909959,"HEXIM2-AS1","HCMV"
"ENSG000002707641",0.0647809681600614,0.448338566956618,5.50444303935034,4.75611799124184e-08,5.39166338836889e-07,7.9533750646728,"ENSG00000270764","HCMV"
"ENSG000002323341",0.0725629440358831,3.38268079297303,5.50353235727809,4.78010796526415e-08,5.40777634761893e-07,7.74198614510094,"ENSG00000232334","HCMV"
"ENSG000001654941",0.0260505284526534,7.25151247480148,5.49985414281821,4.87766861467903e-08,5.51242331147518e-07,7.66127798716831,"PCF11","HCMV"
"ENSG000002395691",0.0502561515731872,2.92142624526888,5.4997155925637,4.88138504034285e-08,5.51376353779317e-07,7.76255696293456,"KMT2E-AS1","HCMV"
"ENSG000001116791",0.0430900378760961,8.9923892939446,5.49915521418101,4.89644450735124e-08,5.51942560156475e-07,7.71566895762939,"PTPN6","HCMV"
"ENSG000001892211",0.199127010159283,3.44799022370305,5.49820695502512,4.9224551336857e-08,5.54577946783235e-07,7.68262288635319,"MAOA","HCMV"
"ENSG000001384341",0.0390789743154515,7.25522089702762,5.49668501647677,4.96336733342488e-08,5.58898247173099e-07,7.64671060157916,"ITPRID2","HCMV"
"ENSG000002437461",0.0894790199083516,0.84377538151961,5.49317483873561,5.0600222596482e-08,5.68313531007602e-07,7.85991900841823,"EEF1A1P10","HCMV"
"ENSG000001859471",0.0460240277200994,6.80561870440937,5.49319099503564,5.05954607400538e-08,5.68313531007602e-07,7.61607892987388,"ZNF267","HCMV"
"ENSG000002688331",0.1107688587107,0.376138661828013,5.48901812740801,5.17691666231453e-08,5.80246075901087e-07,7.85606786262246,"ENSG00000268833","HCMV"
"ENSG000000656211",0.0749884594762572,2.99322546542976,5.48550445221345,5.27764641914761e-08,5.90514048120327e-07,7.67781417669267,"GSTO2","HCMV"
"ENSG000002789181",0.0663180721830523,3.31279564673816,5.48481755583345,5.29746057460062e-08,5.92233804309763e-07,7.64593161019801,"ENSG00000278918","HCMV"
"ENSG000002293311",0.0813973393802267,1.8628877353694,5.48328073308832,5.34231890615166e-08,5.96942495621223e-07,7.74213704926101,"GK-IT1","HCMV"
"ENSG000001294651",0.0435154479664882,4.2849342826998,5.48181138259933,5.38549605483832e-08,6.01150479195042e-07,7.5719197336623,"RIPK3","HCMV"
"ENSG000001651311",0.0941526766118641,0.242259296013221,5.47889845787414,5.47217559566034e-08,6.10200788402473e-07,7.8278974404907,"LLCFC1","HCMV"
"ENSG000001044191",0.0510815959235693,6.84681303665698,5.4785625113994,5.48223549564305e-08,6.110098681052e-07,7.54258041419444,"NDRG1","HCMV"
"ENSG000002234611",0.052018842083483,1.76236991248674,5.47603618453774,5.55862388077263e-08,6.18258579572e-07,7.71981271882935,"ENSG00000223461","HCMV"
"ENSG000001344631",0.132275500590896,3.76197743568016,5.47434853752979,5.61070365185234e-08,6.22779530668419e-07,7.54875744028278,"ECHDC3","HCMV"
"ENSG000002266481",0.0535402231897449,2.3145081357201,5.47399504757748,5.62109519996664e-08,6.23615291813e-07,7.66707309351344,"PLCG1-AS1","HCMV"
"ENSG000001852011",0.0748156611334733,9.66032617901536,5.47379774442896,5.62729378056002e-08,6.23985263026068e-07,7.60780274883889,"IFITM2","HCMV"
"ENSG000002020191",0.0720712712312199,2.34368720236415,5.46833531491558,5.79790323504756e-08,6.41271642580971e-07,7.6336559774451,"Y_RNA","HCMV"
"ENSG000002793301",0.0640281066192252,2.70577253768863,5.46790802470776,5.8114685905106e-08,6.42445911307131e-07,7.60366215935165,"ENSG00000279330","HCMV"
"ENSG000002588721",0.101116522481746,0.304543199957664,5.46627781260944,5.86365579342407e-08,6.46902258647681e-07,7.74177698747144,"FDPSP3","HCMV"
"ENSG000002658451",0.0607132236178545,1.67436897373102,5.46616788660415,5.86703231605211e-08,6.46947202097467e-07,7.6764547963449,"ENSG00000265845","HCMV"
"ENSG000002783381",0.122280579670972,-2.07172830324231,5.46586111666102,5.87691208013519e-08,6.47708838209741e-07,7.88340116810364,"VWA8-AS1","HCMV"
"ENSG000002628841",0.0715818400458501,1.51654310990356,5.46503520130969,5.90347633841463e-08,6.49650737059174e-07,7.67418521576291,"ENSG00000262884","HCMV"
"ENSG000001812201",0.0492238800655796,7.26158748131848,5.46416799061094,5.93152714420653e-08,6.52078935141857e-07,7.47550843396101,"ZNF746","HCMV"
"ENSG000002489961",0.0736689947939911,-0.236588493309154,5.46396338740294,5.9381640766721e-08,6.52479359892125e-07,7.77935883482715,"PDLIM7-AS1","HCMV"
"ENSG000002864131",0.0779304564030943,0.34274563848488,5.46356934130708,5.95096648173565e-08,6.53548003009733e-07,7.736430215933,"ENSG00000286413","HCMV"
"ENSG000001338121",0.0434593938405285,6.97890622288977,5.46347951670596,5.95388859504484e-08,6.53548003009733e-07,7.46459310947975,"SBF2","HCMV"
"ENSG000002240861",0.0592982356544311,4.54207871747105,5.4633805496565,5.95710973660173e-08,6.53572326539855e-07,7.46266152379373,"PPM1F-AS1","HCMV"
"ENSG000001757111",0.0611903379019951,4.7441185240539,5.46269902427626,5.97933773237294e-08,6.55351055586892e-07,7.451851570983,"B3GNTL1","HCMV"
"ENSG000001575511",0.0800085240560258,8.99658514987607,5.46260995835218,5.98239987714108e-08,6.5535701821532e-07,7.52778856536805,"KCNJ15","HCMV"
"ENSG000002594961",0.108599645281118,0.52392424852089,5.45990255210004,6.07154383702593e-08,6.64120826631315e-07,7.71158089910463,"GEMIN8P1","HCMV"
"ENSG000002293901",0.110218699989194,1.61343512677822,5.45944951612219,6.08658584042293e-08,6.65432106758531e-07,7.6349668428543,"MICD","HCMV"
"ENSG000001040931",0.0519501906195199,7.95333661190663,5.45830536886458,6.1245813074225e-08,6.69250261321108e-07,7.46693365154832,"DMXL2","HCMV"
"ENSG000002606611",0.0620695742883669,2.26736559764589,5.45715456460875,6.16318637731881e-08,6.72457025415121e-07,7.57991119456848,"ENSG00000260661","HCMV"
"ENSG000002451481",0.0562862312132519,4.12940923786099,5.45701559347848,6.16786427504308e-08,6.72630604048617e-07,7.44914232949762,"ARAP1-AS2","HCMV"
"ENSG000002891291",0.0545636019460661,0.398365241161101,5.45623648649103,6.19415361435819e-08,6.74822065516253e-07,7.70362241831432,"ENSG00000289129","HCMV"
"ENSG000001245571",0.0858535618425585,0.249757895111591,5.45484884302264,6.24124629371161e-08,6.79273304164247e-07,7.69822797229195,"BTN1A1","HCMV"
