"mediator","a","a_se","a_p","b","b_se","b_OR","b_p","c_prime","c_prime_se","c_prime_OR","c_prime_p","c_total","c_total_se","c_total_OR","c_total_p","ACME","ACME_low","ACME_high","ACME_p","ADE","ADE_low","ADE_high","ADE_p","Total","Total_low","Total_high","Total_p","PropMediated","Prop_low","Prop_high","Prop_p","Module","sig","ACME_ci","a_ci","b_ci","cprime_ci","c_ci"
"d_up1",0.0228792040371002,0.0119242206112869,0.056263446711852,1.56118662786548,0.430330427350312,4.76447154677384,0.000285759357440156,0.128101429402831,0.0681803706948692,1.13666828843599,0.0602634954055635,0.151052445056989,0.0667325152640442,1.16305765310726,0.0236017505830882,0.0061563227714955,0.000253893287815911,0.0133401532213011,0.044,0.0220845625621915,-0.00518465814884223,0.0474446233830307,0.116,0.028240885333687,0.000241740037925813,0.0533391985777101,0.045,0.217993263977173,-0.116327868506173,1.16875534647369,0.083,"Inflammatory signaling","*","0.006 (0.000, 0.013)","0.023 ± 0.012","1.561 (OR=4.764)","0.128 (OR=1.137)","0.151 (OR=1.163)"
"d_up2",0.015019314887958,0.0124985691987475,0.230727730001365,1.33827549043741,0.396328213012709,3.81246320384861,0.000733650446264191,0.140041179424485,0.0675094872558679,1.15032116744556,0.0380428658999361,0.151052445056989,0.0667325152640442,1.16305765310726,0.0236017505830882,0.00355220770379132,-0.00167235026122576,0.00948416713728459,0.167,0.0247567197770944,-0.00309184239340086,0.0493779652517409,0.086,0.0283089274808857,9.70107104099406e-05,0.0526128482027111,0.049,0.125480123052693,-0.171814426862175,0.866015461853056,0.186,"Phagolysosome function","","0.004 (-0.002, 0.009)","0.015 ± 0.012","1.338 (OR=3.812)","0.140 (OR=1.150)","0.151 (OR=1.163)"
"d_up3",0.0245744908775061,0.0105053190658114,0.0201837675947193,1.4092387484444,0.476320104972205,4.0928385381582,0.00309043983903396,0.123718248915429,0.0679032120441923,1.13169696922734,0.0684581217380665,0.151052445056989,0.0667325152640442,1.16305765310726,0.0236017505830882,0.00611350611337562,0.00108242921677432,0.0131381754900422,0.017,0.0218453012892039,-0.0063029382325719,0.0495091081788592,0.136,0.0279588074025795,0.000315379311883851,0.0550987569859077,0.047,0.218661190563213,-0.00396517964582464,1.40667469275611,0.056,"IFN signaling","*","0.006 (0.001, 0.013)","0.025 ± 0.011","1.409 (OR=4.093)","0.124 (OR=1.132)","0.151 (OR=1.163)"
"d_dw1",-0.0192067425529542,0.0151930311444731,0.207450260471018,-0.919220298871412,0.320127079926985,0.398829887998709,0.00408628163991366,0.140457662901108,0.0677249724355288,1.15080035698495,0.038084700360804,0.151052445056989,0.0667325152640442,1.16305765310726,0.0236017505830882,0.00314565672357156,-0.000935528537850268,0.00801681417437412,0.125,0.0250346855130898,-0.00352771868903313,0.0505391544140497,0.088,0.0281803422366614,-0.000100556537788774,0.0528874952565317,0.054,0.11162592338851,-0.227668327094838,0.686981475881947,0.169,"Ribosome biogenesis","","0.003 (-0.001, 0.008)","-0.019 ± 0.015","-0.919 (OR=0.399)","0.140 (OR=1.151)","0.151 (OR=1.163)"
